기관명,분류,검진실 전화번호,대표번호,도시,지역구,상세주소,관련 검진수,일반검진,위암검진,간암검진,대장암검진,유방암검진,우편번호,권역,위도(X),경도(Y),정렬용_지역키
엠앤비여성의원,의원,031-791-8997,031-791-8997,경기도,하남시,경기도 하남시 대청로 5 3층 (신장동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,12950,수도권,127.213061806087,37.5397677874701,41_450
유내과의원,내과의원,031-795-1255,031-795-1255,경기도,하남시,"경기도 하남시 대청로 29 4층 (신장동, 대유빌딩)",5,TRUE,TRUE,TRUE,TRUE,TRUE,12947,수도권,127.215572352849,37.5410601280677,41_450
서울의원,의원,031-793-8110,031-793-8110,경기도,하남시,"경기도 하남시 미사강변서로 65 근린생활시설2동 114호 (풍산동, 미사강변제일풍경채)",0,FALSE,FALSE,FALSE,FALSE,FALSE,12916,수도권,127.182433860349,37.5558939547123,41_450
기쁨항맥외과의원,의원,031-796-3497,031-796-3497,경기도,하남시,"경기도 하남시 대청로 33 907호 (신장동, 현대베스코아빌딩)",5,TRUE,TRUE,TRUE,TRUE,TRUE,12947,수도권,127.2160017696,37.5411410639082,41_450
박애별산부인과의원,의원,031-795-5970,031-795-5970,경기도,하남시,"경기도 하남시 미사강변남로 87 스타파크 304, 305호 (망월동)",0,FALSE,FALSE,FALSE,FALSE,FALSE,12913,수도권,127.191383632928,37.560577579823,41_450
연세정내과의원,내과의원,031-792-7576,031-792-7576,경기도,하남시,"경기도 하남시 미사강변대로 228 501호 (망월동, 미사메디프라자)",3,TRUE,FALSE,TRUE,TRUE,FALSE,12909,수도권,37.56975509772439,127.18402669601873,41_450
서울연합365의원,의원,031-794-1267,031-794-1267,경기도,하남시,경기도 하남시 미사강변대로 84 미사탑프라자 3층 302호 (풍산동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,12919,수도권,127.187998347201,37.5574070985239,41_450
삼성내과의원,내과의원,031-796-3341,031-796-3341,경기도,하남시,"경기도 하남시 덕풍동로 111 402호 (덕풍동, 풍산캐슬빌딩)",4,TRUE,TRUE,TRUE,TRUE,FALSE,12927,수도권,127.208444997124,37.5511978838069,41_450
아이온의원,의원,031-795-2408,031-795-2408,경기도,하남시,"경기도 하남시 하남대로 747 지하3층 (신장동, 홈플러스)",0,FALSE,FALSE,FALSE,FALSE,FALSE,12961,수도권,127.212631107944,37.5379964797931,41_450
늘푸른의원,의원,031-794-3443,031-794-3443,경기도,하남시,경기도 하남시 덕산로 33 한솔리치빌아파트1단지 201호202호206호 (덕풍동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,12981,수도권,127.197825856836,37.5325592704788,41_450
삼성탑내과의원,내과의원,031-795-1472,031-795-1472,경기도,하남시,경기도 하남시 신장로 150 2층 (덕풍동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12969,수도권,127.202316204212,37.5393402414832,41_450
세실내과의원,내과의원,031-791-8276,031-791-8276,경기도,하남시,"경기도 하남시 대청로 33 613,701,702-1,703, 708,708-1,709,710,710-1호 (신장동)",3,TRUE,TRUE,FALSE,TRUE,FALSE,12947,수도권,127.2160017696,37.5411410639082,41_450
이곧의원,의원,031-8027-0310,031-8027-0310,경기도,하남시,경기도 하남시 덕풍서로 70 하남풍산지구 이마트 3층 (덕풍동),0,FALSE,FALSE,FALSE,FALSE,FALSE,12927,수도권,127.205369894138,37.5527566807198,41_450
미사도담의원,의원,031-795-1175,031-795-1175,경기도,하남시,경기도 하남시 미사대로 520 현대지식산업센터 한강미사2차 C동 3층 342~343호 (덕풍동),0,FALSE,FALSE,FALSE,FALSE,FALSE,12925,수도권,127.204686431376,37.5588264366331,41_450
미사아산내과의원,내과의원,031-793-2373,031-793-2373,경기도,하남시,경기도 하남시 미사강변대로 212 504호 (망월동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12909,수도권,37.568368,127.184948,41_450
미사나무내과의원,내과의원,031-792-9722,031-792-9722,경기도,하남시,경기도 하남시 미사강변대로 222 402호403호 (망월동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12909,수도권,127.184221819104,37.5695152190234,41_450
마음속내과의원,내과의원,031-8027-2137,031-8027-2137,경기도,하남시,"경기도 하남시 미사강변동로 73 614호~620호 (망월동, 미사강변노블레스)",5,TRUE,TRUE,TRUE,TRUE,TRUE,12913,수도권,127.192991876605,37.5615644351501,41_450
미사봄내과의원,내과의원,031-793-0369,031-793-0369,경기도,하남시,"경기도 하남시 미사강변동로 79 미사역타워 602,603호 (망월동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,12913,수도권,127.192812893671,37.5620314431748,41_450
유미즈외과의원,의원,031-795-9934,031-795-9934,경기도,하남시,경기도 하남시 미사강변동로 79 미사역타워 4층 401호~404호 (망월동),1,FALSE,FALSE,FALSE,FALSE,TRUE,12913,수도권,127.192812893671,37.5620314431748,41_450
미소준내과의원,내과의원,031-8028-3082,031-8028-3082,경기도,하남시,경기도 하남시 미사강변중앙로 220 우성미사타워 301호 (망월동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12913,수도권,127.189231111369,37.5662871417766,41_450
장N항외과의원,의원,031-791-2581,031-791-2581,경기도,하남시,"경기도 하남시 미사강변동로 127 경서타워 503,504호 (망월동)",4,TRUE,TRUE,TRUE,TRUE,FALSE,12913,수도권,127.19104424611,37.5661791657192,41_450
미사늘편한내과의원,내과의원,031-8027-2777,031-8027-2777,경기도,하남시,경기도 하남시 미사강변남로 87 스타파크 406호 (망월동),4,TRUE,TRUE,TRUE,TRUE,FALSE,12913,수도권,127.191383632928,37.560577579823,41_450
미사진내과의원,내과의원,031-793-9790,031-793-9790,경기도,하남시,경기도 하남시 미사강변대로54번길 75 홍우프라자 401~407호 (풍산동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,12919,수도권,127.188747035221,37.5562065880428,41_450
센트럴내과의원,내과의원,031-796-2600,031-796-2600,경기도,하남시,"경기도 하남시 미사강변동로 127 경서타워 403, 404호 (망월동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,12913,수도권,127.19104424611,37.5661791657192,41_450
연세아란산부인과의원,의원,031-793-7000,031-793-7000,경기도,하남시,경기도 하남시 미사강변대로54번길 121 연세아란빌딩 2~5층 (풍산동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12919,수도권,127.188841083717,37.5579110322365,41_450
365플러스내과의원,내과의원,031-796-8288,031-796-8288,경기도,하남시,경기도 하남시 미사강변동로84번길 39 2~5층 205~7 302 305~6 401~407 506~7호 (망월동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12912,수도권,127.195276626569,37.563404565052,41_450
박지영내과의원,내과의원,031-793-1475,031-793-1475,경기도,하남시,"경기도 하남시 아리수로 570 효성헤링턴타워더퍼스트 101동 3층 3001,3002,3014호 (망월동) ",4,TRUE,TRUE,TRUE,TRUE,FALSE,12913,수도권,127.19041098513,37.566815029598,41_450
미사이남희W산부인과의원,의원,031-792-2551,031-792-2551,경기도,하남시,경기도 하남시 미사강변대로 208 우승프라자 5층 506호 (망월동),0,FALSE,FALSE,FALSE,FALSE,FALSE,12909,수도권,127.185002135336,37.5682607156293,41_450
미사한내과의원,내과의원,031-791-7557,031-791-7557,경기도,하남시,경기도 하남시 미사강변남로 45 골든브릿지 3층 301~302호 (망월동),4,TRUE,TRUE,TRUE,TRUE,FALSE,12914,수도권,127.186621042685,37.5601496625359,41_450
미사린산부인과의원,의원,031-794-1212,031-794-1212,경기도,하남시,"경기도 하남시 미사강변대로34번길 66 플레이스이안 3, 4층 (풍산동)",2,TRUE,FALSE,FALSE,FALSE,TRUE,12919,수도권,127.187670573886,37.5554605670957,41_450
감일든든한내과의원,내과의원,02-485-0075,02-485-0075,경기도,하남시,경기도 하남시 감일백제로 105 301~303호 (감이동),5,TRUE,TRUE,TRUE,TRUE,TRUE,13004,수도권,127.161230343047,37.5046787838267,41_450
365잘봄내과의원,내과의원,031-8028-0782,031-8028-0782,경기도,하남시,경기도 하남시 신평로 45 SN 타워 3층 (신장동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12978,수도권,127.204309355187,37.5379014288316,41_450
감일성모내과의원,내과의원,02-6215-7575,02-6215-7575,경기도,하남시,경기도 하남시 신우실로 61 푸리마타워 4층 410~413호 (감일동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12996,수도권,127.161801802566,37.5099632923297,41_450
미사좋은날에산부인과의원,의원,031-795-5952,031-795-5952,경기도,하남시,"경기도 하남시 미사강변동로 79 미사역타워 2층 201,202,203호 (망월동) ",0,FALSE,FALSE,FALSE,FALSE,FALSE,12913,수도권,127.192812893671,37.5620314431748,41_450
삼성웰니스의원,의원,02-489-1119,02-489-1119,경기도,하남시,"경기도 하남시 신우실로 73 뉴욕타워 2층(전체), 3층 304호 (감일동)",0,FALSE,FALSE,FALSE,FALSE,FALSE,12996,수도권,127.162963989489,37.5093564003768,41_450
미사라엠산부인과의원,의원,031-793-7525,031-793-7525,경기도,하남시,경기도 하남시 미사강변동로 100-1 미사역 파라곤 스퀘어 4층 406호 (망월동),0,FALSE,FALSE,FALSE,FALSE,FALSE,12912,수도권,127.193600096193,37.5639612578823,41_450
서울마리산부인과의원,의원,031-791-3314,031-791-3314,경기도,하남시,경기도 하남시 신평로 45 SN 타워 7층 701호 (신장동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,12978,수도권,127.204309355187,37.5379014288316,41_450
미사치유외과의원,의원,031-796-7676,031-796-7676,경기도,하남시,경기도 하남시 미사강변동로 100-1 미사역 파라곤 스퀘어 8층 801~805호 (망월동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12912,수도권,127.193600096193,37.5639612578823,41_450
미사위대항의원,의원,031-1670-8744,1670-8744,경기도,하남시,경기도 하남시 미사강변동로 74 일옹미사타워 4~5층 (망월동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12912,수도권,127.193796736689,37.5618342262697,41_450
아산바른내과의원,내과의원,02-471-7575,02-471-7575,경기도,하남시,경기도 하남시 감일백제로180번길 9 감일호평프라자 7층 701호~706호 (감이동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12999,수도권,127.154268091896,37.5087330497927,41_450
더봄여성의원,의원,02-474-3920,02-474-3920,경기도,하남시,"경기도 하남시 감일백제로180번길 9 5층 503,504호 (감이동)",0,FALSE,FALSE,FALSE,FALSE,FALSE,12999,수도권,127.154268091896,37.5087330497927,41_450
위례연세내과의원,내과의원,02-400-5990,02-400-5990,경기도,하남시,경기도 하남시 위례학암로14번길 11 3층 301~311호 (학암동),5,TRUE,TRUE,TRUE,TRUE,TRUE,13010,수도권,127.157250034966,37.4874802538779,41_450
하남웰니스내과의원,내과의원,031-793-5060,031-793-5060,경기도,하남시,"경기도 하남시 덕풍서로 80 2층 201~214,216~219호호 (덕풍동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,12927,수도권,127.205965875282,37.5535498710158,41_450
베스트내과의원,내과의원,031-795-2011,031-795-2011,경기도,하남시,경기도 하남시 미사강변대로226번길 26 미사원프라자 2층 201호 (망월동),5,TRUE,TRUE,TRUE,TRUE,TRUE,12909,수도권,127.185180609809,37.56980302824,41_450
수호신경외과의원,의원,031-8028-3008,031-8028-3008,경기도,하남시,경기도 하남시 미사강변한강로 135 스카이폴리스 나동 2층 221~223호 (망월동),2,TRUE,FALSE,TRUE,FALSE,FALSE,12902,수도권,127.19204652447,37.57657762204,41_450
고운속내과의원,내과의원,02-449-1119,02-449-1119,경기도,하남시,"경기도 하남시 위례학암로14번길 18 서미프라자 4층 403,404,405호 (학암동)",4,TRUE,TRUE,TRUE,TRUE,FALSE,13010,수도권,127.156366750847,37.487437366958,41_450
하남이엠365의원,의원,02-483-0119,02-483-0119,경기도,하남시,경기도 하남시 감일백제로 177 JS스퀘어감일 4~5층 (감이동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,13003,수도권,127.153820904313,37.5076406249875,41_450
365굿닥터의원,의원,031-795-8808,031-795-8808,경기도,하남시,"경기도 하남시 미사강변동로 85 힐스테이트 에코 미사 3층 309~310, 327~328호 (망월동) ",1,TRUE,FALSE,FALSE,FALSE,FALSE,12913,수도권,127.191880985177,37.5625331038895,41_450
제일산부인과의원,의원,031-796-3535,796-3535,경기도,하남시,"경기도 하남시 하남대로 843 303호 (덕풍동, 신정프라자) ",0,FALSE,FALSE,FALSE,FALSE,FALSE,12967,수도권,127.20429314697,37.5426602605211,41_450
서울더블유(W)내과의원 위례점,내과의원,02-6941-1110,02-6941-1110,경기도,하남시,경기도 하남시 위례대로 256 3층 301호 (학암동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,13011,수도권,127.149670760718,37.4841748415699,41_450
하나산부인과의원,의원,031-791-0366,031-791-0366,경기도,하남시,"경기도 하남시 미사강변중앙로 220 503호 (망월동, 우성미사타워) ",0,FALSE,FALSE,FALSE,FALSE,FALSE,12913,수도권,127.189231111369,37.5662871417766,41_450
안내과의원,내과의원,031-8027-8758,031-8027-8758,경기도,하남시,"경기도 하남시 미사강변대로34번길 82 골드프라자 501,502,503,508호 (풍산동) ",4,TRUE,TRUE,TRUE,TRUE,FALSE,12919,수도권,127.188043407053,37.5561522994851,41_450
애플산부인과의원,의원,031-606-1200,031-606-1200,경기도,하남시,경기도 하남시 미사강변동로 81 미사역 큐브앤 타워 3층 306~307호 (망월동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,12913,수도권,127.192718271233,37.5622506296228,41_450
성모내일내과의원,내과의원,031-792-1191,031-792-1191,경기도,하남시,"경기도 하남시 더우개로 29 대명상가(지우제) 402,403,404호 (신장동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,12945,수도권,127.220904352467,37.5410487422687,41_450
(의)영문의료재단 다보스병원,종합병원,031-8021-2222,031-8021-2114,경기도,용인시,경기도 용인시 처인구 백옥대로1082번길 18 다보스종합병원 (김량장동) ,3,FALSE,TRUE,TRUE,FALSE,TRUE,17063,수도권,127.211398448325,37.2315421543466,41_461
(의)효심의료재단 용인서울병원,병원,031-335-3651,031-337-0114,경기도,용인시,경기도 용인시 처인구 고림로 81 (고림동),5,TRUE,TRUE,TRUE,TRUE,TRUE,17148,수도권,127.214490542199,37.2403175460026,41_461
조은손병원,병원,031-321-8275,031-321-8275,경기도,용인시,경기도 용인시 처인구 중부대로 1349 지하1 지상3~7층 (김량장동) ,4,TRUE,TRUE,TRUE,TRUE,FALSE,17048,수도권,127.194811213881,37.2352169514352,41_461
용인제일메디병원,병원,031-322-7582,031-322-7582,경기도,용인시,경기도 용인시 처인구 포곡읍 포곡로210번길 21-11,5,TRUE,TRUE,TRUE,TRUE,TRUE,17028,수도권,127.228339138091,37.2749329033896,41_461
신미주우리들의원,의원,031-323-1140,031-323-1140,경기도,용인시,경기도 용인시 처인구 이동면 백옥대로621번길 3,0,FALSE,FALSE,FALSE,FALSE,FALSE,17128,수도권,127.206657239232,37.1921733499022,41_461
용인성모의원,의원,031-332-7796,031-332-7796,경기도,용인시,"경기도 용인시 처인구 모현면 백옥대로 2410 2,6층 (왕산빌딩)",1,TRUE,FALSE,FALSE,FALSE,FALSE,17035,수도권,127.250291458407,37.3386042876696,41_461
한세환내과의원,내과의원,031-337-0150,031-337-0150,경기도,용인시,"경기도 용인시 처인구 백옥대로 1112 (김량장동,재성빌딩 303,304)",4,TRUE,TRUE,TRUE,TRUE,FALSE,17051,수도권,127.209488935568,37.2346682999531,41_461
한숲우리가정의학과의원,의원,031-333-5548,031-333-5548,경기도,용인시,"경기도 용인시 처인구 남사면 한숲로 84 3층 301, 302, 303호 (e편한세상 용인 한숲시티)",0,FALSE,FALSE,FALSE,FALSE,FALSE,17117,수도권,127.173656345397,37.1561090694356,41_461
서울삼성의원,의원,031-338-7582,031-338-7582,경기도,용인시,경기도 용인시 처인구 양지면 양지로 140 1층,1,TRUE,FALSE,FALSE,FALSE,FALSE,17158,수도권,127.283779789056,37.234344097324,41_461
연세미즈산부인과의원,의원,031-321-7227,031-321-7227,경기도,용인시,경기도 용인시 처인구 금학로 345 연세미즈산부인과 5층 (김량장동),0,FALSE,FALSE,FALSE,FALSE,FALSE,17044,수도권,127.202079324432,37.2370722781265,41_461
유림명문의원,의원,031-338-2911,031-338-2911,경기도,용인시,"경기도 용인시 처인구 백옥대로 1392 2층 (유방동, 홍제빌딩)",0,FALSE,FALSE,FALSE,FALSE,FALSE,17041,수도권,127.212962560089,37.2593040110115,41_461
서울산부인과의원,의원,031-321-3311,031-321-3311,경기도,용인시,경기도 용인시 처인구 금령로71번길 16 (김량장동),0,FALSE,FALSE,FALSE,FALSE,FALSE,17052,수도권,127.203771138809,37.2362879029917,41_461
김내과의원,내과의원,031-322-8275,031-322-8275,경기도,용인시,"경기도 용인시 처인구 금령로71번길 16 204호 (김량장동, 대흥빌딩)",3,TRUE,TRUE,TRUE,FALSE,FALSE,17052,수도권,127.203771138809,37.2362879029917,41_461
송승찬내과의원,내과의원,031-337-0195,031-337-0195,경기도,용인시,경기도 용인시 처인구 금령로13번길 20 2층 (김량장동),4,TRUE,TRUE,TRUE,TRUE,FALSE,17050,수도권,127.198231895847,37.2366399719997,41_461
연세드림내과의원,내과의원,031-336-9036,031-336-9036,경기도,용인시,경기도 용인시 처인구 금령로 98 2층 (김량장동) ,3,TRUE,TRUE,TRUE,FALSE,FALSE,17051,수도권,127.207047578539,37.2354100085768,41_461
금.란산부인과의원,의원,031-335-1155,031-335-1155,경기도,용인시,경기도 용인시 처인구 금령로106번길 13-5 (김량장동),0,FALSE,FALSE,FALSE,FALSE,FALSE,17051,수도권,127.208572423902,37.234508810787,41_461
유사랑의원,의원,031-321-3231,031-321-3231,경기도,용인시,"경기도 용인시 처인구 금령로 159 (마평동,2층)",0,FALSE,FALSE,FALSE,FALSE,FALSE,17153,수도권,127.213983546046,37.2347906452661,41_461
윤성욱내과의원,내과의원,031-333-7588,031-333-7588,경기도,용인시,경기도 용인시 처인구 모현면 백옥대로 2404,3,TRUE,TRUE,TRUE,FALSE,FALSE,17035,수도권,127.250207205347,37.338073129355,41_461
